"Country";"Operator Name";"MCC";"MNC";"Price(EUR)";"Details"
"USA";"U.S. Cellular";"310";"730 66";"0.0125";"Dynamic Alphanumeric"
"USA";"Unicel Rural Cellular Corporation";"310";"890";"0.0100";"Random Numeric Sender"
"USA";"Union Telephone Company";"310";"20";"0.0100";"Random Numeric Sender"
"USA";"United Wireless Communications";"310";"440";"0.0100";"Random Numeric Sender"
"USA";"Verizon Wireless";"310";"12";"0.0100";"Random Numeric Sender"
"USA";"XIT Cellular";"310";"950";"0.0100";"Random Numeric Sender"
"Uzbekistan";"Beeline Uzbekistan";"434";"4";"0.0060";"Random Numeric Sender"
"Uzbekistan";"Perfectum Mobile";"434";"6";"0.0720";"Dynamic Alphanumeric"
"Uzbekistan";"Ucell Uzbekistan";"434";"5";"0.0090";"Dynamic Alphanumeric"
"Uzbekistan";"UMS Uzbekistan (MTS)";"434";"7";"0.0065";"Random Numeric Sender"
"Vanuatu";"Digicel Vanuatu";"541";"5";"0.0060";"Numeric Sender Only"
"Vanuatu";"Telecom Vanuatu";"541";"1 2 3 4 6 7";"0.0440";"Dynamic Alphanumeric"
"Venezuela";"Digitel Venezuela";"734";"2 1 3";"0.0155";"Random Numeric Sender"
"Venezuela";"Movilnet";"734";"6";"0.0045";"Dynamic Alphanumeric"
"Venezuela";"Telefonica Movil Venezuela (Movistar)";"734";"4";"0.0075";"Dynamic Alphanumeric"
"Vietnam";"Gmobile (Beeline) Vietnam";"452";"7";"0.0045";"Random Numeric Sender"
"Vietnam";"MobiFone Vietnam";"452";"1";"0.0065";"Dynamic Alphanumeric"
"Vietnam";"Vietnamobile (HTC)";"452";"5";"0.0065";"Dynamic Alphanumeric"
"Vietnam";"Viettel Mobile";"452";"4";"0.0135";"Random Numeric Sender"
"Vietnam";"VinaPhone";"452";"2";"0.0040";"Dynamic Alphanumeric"
"Virgin Islands British";"Digicel British Virgin Islands";"348";"770";"0.0050";"Dynamic Alphanumeric"
"Virgin Islands British";"Flow (C&W) British Virgin Islands";"348";"170";"0.0235";"Dynamic Alphanumeric"
"Yemen";"MTN Yemen (Spacetel)";"421";"2";"0.0225";"Dynamic Alphanumeric"
"Yemen";"Sabafon";"421";"1";"0.0280";"Dynamic Alphanumeric"
"Yemen";"Y Telecom (Y HiTS UNITEL)";"421";"4 700";"0.0050";"Dynamic Alphanumeric"
"Yemen";"Yemen Mobile (CDMA)";"421";"3";"0.0080";"Dynamic Alphanumeric"
"Zambia";"Airtel Zambia";"645";"1";"0.0030";"Random Numeric Sender"
"Zambia";"MTN Zambia";"645";"2";"0.0039";"Dynamic Alphanumeric"
"Zambia";"ZAMTEL";"645";"3";"0.0115";"Dynamic Alphanumeric"
"Zimbabwe";"Econet Zimbabwe";"648";"4";"0.0120";"Dynamic Alphanumeric"
"Zimbabwe";"NetOne Zimbabwe";"648";"1";"0.0175";"Dynamic Alphanumeric"
"Zimbabwe";"Telecel Zimbabwe";"648";"3";"0.0040";"Random Numeric Sender"
Under EU GDPR Law, destinations from countries in EU and EEA are provided only to customers that enter a Data Protection Agreement (DPA) with MobiWeb. For more information, please visit https://www.solutions4mobiles.com/security
